
    0,
    0,
    0,
    0,
    0,
    0,
    -0.14971018832922195,
    -0.26828112497270157,
    -0.28704946169993123,
    -0.29889044483831634,
    -0.2994514400030202,
    -0.28751082229014224,
    -0.2701486175318048,
    -0.24805905972268547,
    -0.2180323659751422,
    -0.18445722916899138,
    -0.14367986353484896,
    -0.10346076102097597,
    -0.06199311291234913,
    -0.024107172477404085,
    0.0052297530013367104,
    0.033758363609876656,
    0.06123520344316578,
    0.08278174387053741,
    0.10137191945041403,
    0.11439553983632357,
    0.12431178829906728,
    0.12387517556923239,
    0.11108262694847411,
    0.0935020501457113,
    0.07576875461073171,
    0.05626139851046541,
    0.033303936719982594,
    0.009458566879534057,
    -0.011571754510652586,
    -0.026969807484410878,
    -0.04070705942259155,
    -0.05234478886778811,
    -0.05729540007453436,
    -0.06025884274219713,
    -0.056774362776959776,
    -0.050845389086972156,
    -0.038715247398876565,
    -0.026310424467806626,
    -0.017474596283680095,
    -0.009761967067138212,
    -0.00340709787137597,
    -0.0005663200021097047,
    0.0006553089551970801,
    0.0016819713259453954,
    0.004136095682596024,
    0.007164085186506213,
    0.008946140739148964,
    0.009074471052171679,
    0.008206382505408217,
    0.006075967809459355,
    0.00114975507839844,
    -0.004814681473797329,
    -0.010426485143867468,
    -0.015083000996005298,
    -0.019690541420456013,
    -0.024000076804490893,
    -0.02859918914484261,
    -0.03475820679766245,
    -0.041098570636812534,
    -0.04603134803674133,
    -0.04968291413580055,
    -0.05140498418660137,
    -0.05152505061542989,
    -0.0501516782241897,
    -0.04836467987680758,
    -0.04726331741307624,
    -0.0486022450495045,
    -0.059568615178205844,
    -0.07904379548950682,
    -0.0987942020332927,
    -0.11563920492176177,
    -0.1338200997797306,
    -0.1472386795480925,
    -0.14305174215372993,
    -0.12734828614019308,
    -0.10514171367687519,
    -0.07637501356079802,
    -0.0449798474053742,
    -0.010055857362583505,
    0.027050433320903254,
    0.06480028660087835,
    0.10113676320840982,
    0.13392136938559712,
    0.16330838087723498,
    0.19349543467922078,
    0.22482178823410182,
    0.2555179300025376,
    0.2848810745249638,
    0.31284542337964216,
    0.3374052894064715,
    0.35661674447946007,
    0.3599556639679416,
    0.3470763971393988,
    0.32254664414737294,
    0.2903381083525179,
    0.2450922138472878,
    0.19664449456801245,
    0.15392009430180126,
    0.11750926778886112,
    0.08254466949620112,
    0.03761583534857837,
    -0.020097436001093757,
    -0.08080958076574198,
    -0.1333581294558157,
    -0.17967616850211537,
    -0.2339649017103853,
    -0.2933104989843613,
    -0.3508869573060154,
    -0.3979982129588513,
    -0.4280468532854785,
    -0.4532547503036044,
    -0.4824349762306694,
    -0.5087492415472613,
    -0.5200099635954787,
    -0.5130743131755914,
    -0.49333781813558614,
    -0.4673058009092941,
    -0.43534907281988267,
    -0.40425264166455416,
    -0.36953785084805574,
    -0.3488391087694793,
    -0.3365670647793697,
    -0.3197997696177975,
    -0.3011666636088091,
    -0.2938796986361706,
    -0.29529520709795526,
    -0.3001788977075218,
    -0.3043909140550142,
    -0.30425034812371854,
    -0.3098640878800713,
    -0.32165707280835704,
    -0.34057939478591653,
    -0.36479506477309115,
    -0.3763934219672213,
    -0.3683106358458849,
    -0.3661563451301276,
    -0.36407412659421534,
    -0.3518599711697638,
    -0.3292642092072358,
    -0.2985147737542643,
    -0.26387821459731103,
    -0.22285141268150876,
    -0.1806284798112366,
    -0.1377414209877535,
    -0.1021542520732496,
    -0.07855284572904413,
    -0.05578743518566435,
    -0.047438265720279024,
    -0.03874057054793508,
    -0.009648270787554003,
    0.03509901862929723,
    0.08854687204549634,
    0.12693179644563116,
    0.16213259648371997,
    0.19285688501919854,
    0.2226331100830637,
    0.24092014265544426,
    0.2586198456126127,
    0.2975391456335995,
    0.33554549858895605,
    0.35556457439321826,
    0.362199486690257,
    0.35414017188026753,
    0.3390635482667373,
    0.31467255969828,
    0.2817725136359236,
    0.24999685859547527,
    0.22352653426566954,
    0.19947184886595123,
    0.16480862892787093,
    0.11323976025969414,
    0.0433530030839123,
    -0.023098609040051142,
    -0.08549233018211573,
    -0.12438781306603992,
    -0.1522215089894695,
    -0.1782524617087541,
    -0.18779113605661432,
    -0.2029660398845613,
    -0.2316241855441481,
    -0.23654904495131177,
    -0.220128452263973,
    -0.16664342043558325,
    -0.10759299225116174,
    -0.05370860081279079,
    0.012511777325176155,
